invoice_id,branch,city,customer_type,gender,product_line,date,time,payment_method,rating,unit_price,quantity_sold,COGS,VAT,gross_profit,net_profit,time_of_the_day,day_name,month_name,product_line_status
340-66-0321,A,Yangon,Member,Male,"Electronic accessories",2019-03-25,13:07:00,Cash,7.6,36.36,4,145.44,7.2720,152.7120,138.1680,Afternoon,Monday,March,Bad
342-65-4817,C,Naypyitaw,Member,Male,"Health and beauty",2019-01-28,16:47:00,Ewallet,9.9,86.80,3,260.40,13.0200,273.4200,247.3800,Evening,Monday,January,Bad
343-61-3544,B,Mandalay,Member,Male,"Sports and travel",2019-01-29,11:48:00,Cash,8.6,26.67,10,266.70,13.3350,280.0350,253.3650,Morning,Tuesday,January,Bad
343-75-9322,B,Mandalay,Member,Female,"Sports and travel",2019-01-09,16:34:00,Cash,4.1,11.85,8,94.80,4.7400,99.5400,90.0600,Evening,Wednesday,January,Bad
343-87-0864,C,Naypyitaw,Member,Male,"Health and beauty",2019-01-03,10:30:00,"Credit card",7.1,75.88,1,75.88,3.7940,79.6740,72.0860,Morning,Thursday,January,Bad
345-08-4992,A,Yangon,Normal,Male,"Home and lifestyle",2019-03-08,15:37:00,"Credit card",7.7,33.99,6,203.94,10.1970,214.1370,193.7430,Afternoon,Friday,March,Bad
345-68-9016,C,Naypyitaw,Member,Female,"Sports and travel",2019-01-02,16:19:00,"Credit card",5.6,31.67,8,253.36,12.6680,266.0280,240.6920,Evening,Wednesday,January,Bad
346-12-3257,B,Mandalay,Member,Male,"Electronic accessories",2019-03-04,16:28:00,Cash,8.0,19.24,9,173.16,8.6580,181.8180,164.5020,Evening,Monday,March,Bad
346-84-3103,B,Mandalay,Member,Female,"Electronic accessories",2019-03-02,19:26:00,Cash,4.3,13.22,5,66.10,3.3050,69.4050,62.7950,Evening,Saturday,March,Bad
347-56-2442,A,Yangon,Normal,Male,"Home and lifestyle",2019-02-22,15:33:00,Cash,4.1,65.82,1,65.82,3.2910,69.1110,62.5290,Afternoon,Friday,February,Bad
347-72-6115,B,Mandalay,Member,Female,"Sports and travel",2019-01-16,18:03:00,"Credit card",6.2,90.74,7,635.18,31.7590,666.9390,603.4210,Evening,Wednesday,January,Good
349-97-8902,B,Mandalay,Member,Male,"Food and beverages",2019-01-17,10:37:00,Ewallet,8.9,57.89,2,115.78,5.7890,121.5690,109.9910,Morning,Thursday,January,Bad
351-62-0822,B,Mandalay,Member,Female,"Fashion accessories",2019-02-06,18:07:00,Ewallet,4.5,14.48,4,57.92,2.8960,60.8160,55.0240,Evening,Wednesday,February,Bad
354-25-5821,B,Mandalay,Member,Female,"Sports and travel",2019-02-08,13:03:00,Cash,5.6,69.12,6,414.72,20.7360,435.4560,393.9840,Afternoon,Friday,February,Good
354-39-5160,A,Yangon,Member,Female,"Home and lifestyle",2019-02-18,15:39:00,Cash,9.8,34.42,6,206.52,10.3260,216.8460,196.1940,Afternoon,Monday,February,Bad
355-34-6244,B,Mandalay,Normal,Male,"Food and beverages",2019-01-13,19:55:00,"Credit card",8.1,72.39,2,144.78,7.2390,152.0190,137.5410,Evening,Sunday,January,Bad
355-53-5943,A,Yangon,Member,Female,"Electronic accessories",2019-02-25,14:36:00,Ewallet,5.8,68.84,6,413.04,20.6520,433.6920,392.3880,Afternoon,Monday,February,Good
356-44-8813,B,Mandalay,Normal,Male,"Home and lifestyle",2019-01-20,13:45:00,"Credit card",7.7,37.48,3,112.44,5.6220,118.0620,106.8180,Afternoon,Sunday,January,Bad
358-88-9262,C,Naypyitaw,Member,Female,"Food and beverages",2019-02-01,18:43:00,Ewallet,5.1,87.48,6,524.88,26.2440,551.1240,498.6360,Evening,Friday,February,Good
359-90-3665,B,Mandalay,Member,Female,"Fashion accessories",2019-01-14,18:03:00,"Credit card",9.5,18.08,4,72.32,3.6160,75.9360,68.7040,Evening,Monday,January,Bad
359-94-5395,B,Mandalay,Normal,Male,"Health and beauty",2019-03-15,10:50:00,"Credit card",9.8,92.78,1,92.78,4.6390,97.4190,88.1410,Morning,Friday,March,Bad
360-39-5055,C,Naypyitaw,Member,Male,"Sports and travel",2019-03-09,10:17:00,Cash,6.6,48.91,5,244.55,12.2275,256.7775,232.3225,Morning,Saturday,March,Bad
361-59-0574,B,Mandalay,Member,Male,"Sports and travel",2019-03-15,14:48:00,"Credit card",6.5,90.53,8,724.24,36.2120,760.4520,688.0280,Afternoon,Friday,March,Good
361-85-2571,A,Yangon,Normal,Female,"Sports and travel",2019-03-30,10:18:00,Cash,7.4,89.48,5,447.40,22.3700,469.7700,425.0300,Morning,Saturday,March,Good
362-58-8315,C,Naypyitaw,Normal,Male,"Fashion accessories",2019-03-25,10:23:00,Cash,9.9,76.52,5,382.60,19.1300,401.7300,363.4700,Morning,Monday,March,Good
364-33-8584,B,Mandalay,Member,Female,"Food and beverages",2019-03-08,15:27:00,Cash,8.5,17.63,5,88.15,4.4075,92.5575,83.7425,Afternoon,Friday,March,Bad
364-34-2972,C,Naypyitaw,Member,Male,"Electronic accessories",2019-03-30,20:37:00,Cash,6.7,96.82,3,290.46,14.5230,304.9830,275.9370,Evening,Saturday,March,Bad
365-16-4334,B,Mandalay,Normal,Female,"Food and beverages",2019-02-24,14:26:00,Ewallet,8.9,26.43,8,211.44,10.5720,222.0120,200.8680,Afternoon,Sunday,February,Bad
365-64-0515,A,Yangon,Normal,Female,"Electronic accessories",2019-02-12,10:25:00,Ewallet,7.1,46.95,5,234.75,11.7375,246.4875,223.0125,Morning,Tuesday,February,Bad
366-43-6862,B,Mandalay,Normal,Male,"Electronic accessories",2019-03-25,16:32:00,Ewallet,6.7,52.89,4,211.56,10.5780,222.1380,200.9820,Evening,Monday,March,Bad
366-93-0948,A,Yangon,Member,Male,"Electronic accessories",2019-01-31,10:46:00,"Credit card",9.7,66.35,1,66.35,3.3175,69.6675,63.0325,Morning,Thursday,January,Bad
369-82-2676,B,Mandalay,Normal,Male,"Electronic accessories",2019-01-15,18:22:00,Ewallet,7.8,75.66,5,378.30,18.9150,397.2150,359.3850,Evening,Tuesday,January,Good
370-41-7321,B,Mandalay,Member,Male,"Health and beauty",2019-02-27,17:24:00,"Credit card",8.4,56.69,9,510.21,25.5105,535.7205,484.6995,Evening,Wednesday,February,Good
370-96-0655,C,Naypyitaw,Normal,Female,"Fashion accessories",2019-01-09,13:46:00,Ewallet,7.1,49.32,6,295.92,14.7960,310.7160,281.1240,Afternoon,Wednesday,January,Bad
371-85-5789,B,Mandalay,Normal,Male,"Health and beauty",2019-03-05,10:40:00,Ewallet,5.1,87.98,3,263.94,13.1970,277.1370,250.7430,Morning,Tuesday,March,Bad
372-26-1506,C,Naypyitaw,Normal,Female,"Fashion accessories",2019-01-28,19:24:00,Ewallet,5.4,23.82,5,119.10,5.9550,125.0550,113.1450,Evening,Monday,January,Bad
372-62-5264,C,Naypyitaw,Normal,Female,"Food and beverages",2019-01-16,14:42:00,Cash,7.6,52.60,9,473.40,23.6700,497.0700,449.7300,Afternoon,Wednesday,January,Good
372-94-8041,A,Yangon,Normal,Male,"Health and beauty",2019-02-15,18:03:00,Ewallet,9.8,15.26,6,91.56,4.5780,96.1380,86.9820,Evening,Friday,February,Bad
373-09-4567,C,Naypyitaw,Normal,Male,"Food and beverages",2019-03-14,20:35:00,Ewallet,6.9,77.56,10,775.60,38.7800,814.3800,736.8200,Evening,Thursday,March,Good
373-14-0504,A,Yangon,Member,Female,"Sports and travel",2019-02-12,14:33:00,Ewallet,8.8,71.63,2,143.26,7.1630,150.4230,136.0970,Afternoon,Tuesday,February,Bad
373-73-7910,A,Yangon,Normal,Male,"Sports and travel",2019-02-08,10:37:00,Ewallet,5.3,86.31,7,604.17,30.2085,634.3785,573.9615,Morning,Friday,February,Good
373-88-1424,C,Naypyitaw,Member,Male,"Home and lifestyle",2019-02-06,18:44:00,Ewallet,7.9,35.81,5,179.05,8.9525,188.0025,170.0975,Evening,Wednesday,February,Bad
374-17-3652,B,Mandalay,Member,Female,"Food and beverages",2019-02-05,15:26:00,"Credit card",8.9,42.82,9,385.38,19.2690,404.6490,366.1110,Afternoon,Tuesday,February,Good
374-38-5555,B,Mandalay,Normal,Female,"Fashion accessories",2019-02-07,19:30:00,Ewallet,8.5,63.71,5,318.55,15.9275,334.4775,302.6225,Evening,Thursday,February,Good
375-72-3056,B,Mandalay,Normal,Male,"Sports and travel",2019-01-19,15:58:00,Ewallet,7.0,63.06,3,189.18,9.4590,198.6390,179.7210,Afternoon,Saturday,January,Bad
376-02-8238,B,Mandalay,Normal,Male,"Home and lifestyle",2019-02-02,18:42:00,"Credit card",8.3,93.87,8,750.96,37.5480,788.5080,713.4120,Evening,Saturday,February,Good
376-56-3573,C,Naypyitaw,Normal,Female,"Fashion accessories",2019-02-02,13:23:00,Ewallet,6.4,95.42,4,381.68,19.0840,400.7640,362.5960,Afternoon,Saturday,February,Good
377-79-7592,C,Naypyitaw,Member,Female,"Electronic accessories",2019-01-14,14:00:00,"Credit card",7.5,44.84,9,403.56,20.1780,423.7380,383.3820,Afternoon,Monday,January,Good
378-07-7001,B,Mandalay,Member,Male,"Electronic accessories",2019-02-10,18:23:00,"Credit card",7.8,48.09,3,144.27,7.2135,151.4835,137.0565,Evening,Sunday,February,Bad
378-24-2715,B,Mandalay,Normal,Male,"Home and lifestyle",2019-01-20,20:38:00,Ewallet,4.1,53.44,2,106.88,5.3440,112.2240,101.5360,Evening,Sunday,January,Bad
379-17-6588,C,Naypyitaw,Normal,Male,"Fashion accessories",2019-03-14,11:07:00,Cash,5.3,59.61,10,596.10,29.8050,625.9050,566.2950,Morning,Thursday,March,Good
380-60-5336,A,Yangon,Normal,Female,"Electronic accessories",2019-02-24,18:06:00,"Credit card",5.0,40.26,10,402.60,20.1300,422.7300,382.4700,Evening,Sunday,February,Good
380-94-4661,C,Naypyitaw,Member,Male,"Electronic accessories",2019-02-07,13:05:00,"Credit card",6.9,65.94,4,263.76,13.1880,276.9480,250.5720,Afternoon,Thursday,February,Bad
381-20-0914,A,Yangon,Member,Female,"Fashion accessories",2019-01-12,15:48:00,"Credit card",5.7,20.01,9,180.09,9.0045,189.0945,171.0855,Afternoon,Saturday,January,Bad
382-03-4532,A,Yangon,Member,Female,"Health and beauty",2019-02-02,18:50:00,Cash,4.3,18.33,1,18.33,0.9165,19.2465,17.4135,Evening,Saturday,February,Bad
382-25-8917,C,Naypyitaw,Normal,Male,"Fashion accessories",2019-01-29,12:25:00,Cash,8.9,42.08,6,252.48,12.6240,265.1040,239.8560,Afternoon,Tuesday,January,Bad
384-59-6655,A,Yangon,Member,Female,"Food and beverages",2019-02-19,15:07:00,Cash,8.4,98.66,9,887.94,44.3970,932.3370,843.5430,Afternoon,Tuesday,February,Good
386-27-7606,C,Naypyitaw,Member,Female,"Home and lifestyle",2019-03-23,15:59:00,"Credit card",8.1,81.20,7,568.40,28.4200,596.8200,539.9800,Afternoon,Saturday,March,Good
387-49-4215,B,Mandalay,Member,Female,"Sports and travel",2019-01-08,12:50:00,Cash,6.7,48.50,3,145.50,7.2750,152.7750,138.2250,Afternoon,Tuesday,January,Bad
388-76-2555,B,Mandalay,Normal,Male,"Sports and travel",2019-02-13,13:59:00,Cash,6.3,13.69,6,82.14,4.1070,86.2470,78.0330,Afternoon,Wednesday,February,Bad
389-25-3394,C,Naypyitaw,Normal,Male,"Electronic accessories",2019-02-17,18:06:00,Cash,9.4,11.81,5,59.05,2.9525,62.0025,56.0975,Evening,Sunday,February,Bad
389-70-2397,C,Naypyitaw,Normal,Female,"Health and beauty",2019-02-21,10:26:00,Cash,7.2,83.66,5,418.30,20.9150,439.2150,397.3850,Morning,Thursday,February,Good
390-17-5806,C,Naypyitaw,Member,Female,"Food and beverages",2019-02-02,16:33:00,Cash,8.6,38.42,1,38.42,1.9210,40.3410,36.4990,Evening,Saturday,February,Bad
390-31-6381,C,Naypyitaw,Normal,Male,"Food and beverages",2019-01-07,12:37:00,Cash,7.3,27.22,3,81.66,4.0830,85.7430,77.5770,Afternoon,Monday,January,Bad
390-80-5128,B,Mandalay,Member,Female,"Health and beauty",2019-01-28,17:58:00,"Credit card",9.5,19.15,1,19.15,0.9575,20.1075,18.1925,Evening,Monday,January,Bad
393-65-2792,C,Naypyitaw,Normal,Male,"Food and beverages",2019-01-06,12:46:00,"Credit card",9.6,89.48,10,894.80,44.7400,939.5400,850.0600,Afternoon,Sunday,January,Good
394-30-3170,B,Mandalay,Member,Female,"Sports and travel",2019-03-22,19:35:00,"Credit card",4.3,88.43,8,707.44,35.3720,742.8120,672.0680,Evening,Friday,March,Good
394-41-0748,C,Naypyitaw,Member,Female,"Fashion accessories",2019-01-27,14:55:00,Ewallet,9.5,54.07,9,486.63,24.3315,510.9615,462.2985,Afternoon,Sunday,January,Good
394-43-4238,B,Mandalay,Member,Male,"Home and lifestyle",2019-02-15,12:42:00,"Credit card",5.4,17.77,5,88.85,4.4425,93.2925,84.4075,Afternoon,Friday,February,Bad
394-55-6384,C,Naypyitaw,Member,Female,"Sports and travel",2019-01-25,13:38:00,Cash,6.7,70.19,9,631.71,31.5855,663.2955,600.1245,Afternoon,Friday,January,Good
396-90-2219,B,Mandalay,Normal,Female,"Electronic accessories",2019-02-23,12:29:00,Cash,8.6,14.96,8,119.68,5.9840,125.6640,113.6960,Afternoon,Saturday,February,Bad
397-25-8725,A,Yangon,Member,Female,"Health and beauty",2019-01-13,17:54:00,"Credit card",6.8,39.62,9,356.58,17.8290,374.4090,338.7510,Evening,Sunday,January,Good
399-46-5918,C,Naypyitaw,Normal,Female,"Electronic accessories",2019-02-28,19:01:00,Cash,8.2,85.98,8,687.84,34.3920,722.2320,653.4480,Evening,Thursday,February,Good
399-69-4630,C,Naypyitaw,Normal,Male,"Electronic accessories",2019-03-07,10:23:00,"Credit card",8.6,22.21,6,133.26,6.6630,139.9230,126.5970,Morning,Thursday,March,Bad
400-45-1220,B,Mandalay,Normal,Female,"Health and beauty",2019-02-27,11:06:00,"Credit card",4.8,13.50,10,135.00,6.7500,141.7500,128.2500,Morning,Wednesday,February,Bad
400-60-7251,A,Yangon,Normal,Male,"Home and lifestyle",2019-02-10,12:50:00,Ewallet,9.9,74.07,1,74.07,3.7035,77.7735,70.3665,Afternoon,Sunday,February,Bad
400-80-4065,C,Naypyitaw,Member,Male,"Health and beauty",2019-02-15,20:21:00,"Credit card",9.2,68.55,4,274.20,13.7100,287.9100,260.4900,Evening,Friday,February,Bad
400-89-4171,C,Naypyitaw,Normal,Female,"Sports and travel",2019-01-28,13:05:00,Cash,9.3,80.97,8,647.76,32.3880,680.1480,615.3720,Afternoon,Monday,January,Good
401-09-4232,C,Naypyitaw,Member,Male,"Home and lifestyle",2019-02-11,18:38:00,Ewallet,9.4,86.69,5,433.45,21.6725,455.1225,411.7775,Evening,Monday,February,Good
401-18-8016,B,Mandalay,Member,Female,"Sports and travel",2019-01-21,17:36:00,Cash,8.9,98.13,1,98.13,4.9065,103.0365,93.2235,Evening,Monday,January,Bad
404-91-5964,A,Yangon,Normal,Male,"Electronic accessories",2019-02-04,16:09:00,"Credit card",9.0,74.58,7,522.06,26.1030,548.1630,495.9570,Evening,Monday,February,Good
405-31-3305,A,Yangon,Member,Male,"Fashion accessories",2019-02-02,18:31:00,"Credit card",5.5,43.13,10,431.30,21.5650,452.8650,409.7350,Evening,Saturday,February,Good
406-46-7107,A,Yangon,Normal,Female,"Home and lifestyle",2019-01-11,11:52:00,Cash,4.5,96.52,6,579.12,28.9560,608.0760,550.1640,Morning,Friday,January,Good
407-63-8975,A,Yangon,Normal,Male,"Food and beverages",2019-03-23,19:16:00,Ewallet,4.4,73.88,6,443.28,22.1640,465.4440,421.1160,Evening,Saturday,March,Good
408-26-9866,C,Naypyitaw,Normal,Female,"Sports and travel",2019-03-02,16:42:00,Ewallet,4.1,73.98,7,517.86,25.8930,543.7530,491.9670,Evening,Saturday,March,Good
408-66-6712,C,Naypyitaw,Member,Female,"Health and beauty",2019-02-16,14:19:00,Ewallet,4.4,47.71,6,286.26,14.3130,300.5730,271.9470,Afternoon,Saturday,February,Bad
409-33-9708,A,Yangon,Normal,Female,"Fashion accessories",2019-02-19,10:12:00,Ewallet,9.2,98.48,2,196.96,9.8480,206.8080,187.1120,Morning,Tuesday,February,Bad
409-49-6995,C,Naypyitaw,Member,Female,"Food and beverages",2019-02-05,10:17:00,Cash,8.8,47.27,6,283.62,14.1810,297.8010,269.4390,Morning,Tuesday,February,Bad
410-67-1709,A,Yangon,Member,Female,"Fashion accessories",2019-01-20,17:48:00,Ewallet,9.9,63.88,8,511.04,25.5520,536.5920,485.4880,Evening,Sunday,January,Good
411-77-0180,A,Yangon,Member,Male,"Electronic accessories",2019-03-26,20:14:00,Ewallet,4.3,72.20,7,505.40,25.2700,530.6700,480.1300,Evening,Tuesday,March,Good
413-20-6708,C,Naypyitaw,Member,Female,"Fashion accessories",2019-03-18,15:52:00,Ewallet,8.5,51.47,1,51.47,2.5735,54.0435,48.8965,Afternoon,Monday,March,Bad
414-12-7047,B,Mandalay,Normal,Male,"Food and beverages",2019-01-18,12:04:00,Ewallet,8.7,19.79,8,158.32,7.9160,166.2360,150.4040,Afternoon,Friday,January,Bad
416-13-5917,C,Naypyitaw,Normal,Female,"Food and beverages",2019-01-30,16:24:00,Ewallet,9.3,97.03,5,485.15,24.2575,509.4075,460.8925,Evening,Wednesday,January,Good
416-17-9926,A,Yangon,Member,Female,"Electronic accessories",2019-01-01,14:42:00,"Credit card",4.3,74.22,10,742.20,37.1100,779.3100,705.0900,Afternoon,Tuesday,January,Good
418-02-5978,B,Mandalay,Normal,Female,"Health and beauty",2019-02-11,10:54:00,Cash,8.0,84.09,9,756.81,37.8405,794.6505,718.9695,Morning,Monday,February,Good
418-05-0656,B,Mandalay,Normal,Female,"Fashion accessories",2019-02-02,20:42:00,Cash,7.1,25.56,7,178.92,8.9460,187.8660,169.9740,Evening,Saturday,February,Bad
420-04-7590,B,Mandalay,Normal,Male,"Home and lifestyle",2019-03-18,11:29:00,Ewallet,4.7,99.70,3,299.10,14.9550,314.0550,284.1450,Morning,Monday,March,Bad
420-11-4919,C,Naypyitaw,Member,Female,"Food and beverages",2019-02-17,19:57:00,"Credit card",5.5,71.39,5,356.95,17.8475,374.7975,339.1025,Evening,Sunday,February,Good
420-18-8989,A,Yangon,Member,Female,"Sports and travel",2019-02-02,15:47:00,Cash,9.6,51.52,8,412.16,20.6080,432.7680,391.5520,Afternoon,Saturday,February,Good
420-97-3340,A,Yangon,Normal,Female,"Food and beverages",2019-03-28,15:30:00,"Credit card",9.2,71.68,3,215.04,10.7520,225.7920,204.2880,Afternoon,Thursday,March,Bad
421-95-9805,A,Yangon,Normal,Female,"Electronic accessories",2019-02-07,10:18:00,"Credit card",6.2,28.96,1,28.96,1.4480,30.4080,27.5120,Morning,Thursday,February,Bad
422-29-8786,A,Yangon,Normal,Female,"Home and lifestyle",2019-01-03,16:47:00,"Credit card",9.1,67.09,5,335.45,16.7725,352.2225,318.6775,Evening,Thursday,January,Good
423-64-4619,A,Yangon,Member,Female,"Health and beauty",2019-03-07,13:12:00,Cash,5.0,15.55,9,139.95,6.9975,146.9475,132.9525,Afternoon,Thursday,March,Bad
423-80-0988,C,Naypyitaw,Normal,Male,"Sports and travel",2019-01-30,19:42:00,Ewallet,6.5,76.40,2,152.80,7.6400,160.4400,145.1600,Evening,Wednesday,January,Bad
425-85-2085,B,Mandalay,Member,Male,"Health and beauty",2019-03-29,16:48:00,Ewallet,9.8,54.86,5,274.30,13.7150,288.0150,260.5850,Evening,Friday,March,Bad
426-39-2418,C,Naypyitaw,Normal,Male,"Electronic accessories",2019-01-14,10:02:00,Cash,9.8,61.41,7,429.87,21.4935,451.3635,408.3765,Morning,Monday,January,Good
427-45-9297,B,Mandalay,Member,Female,"Home and lifestyle",2019-03-12,11:01:00,Ewallet,5.4,40.73,7,285.11,14.2555,299.3655,270.8545,Morning,Tuesday,March,Bad
428-83-5800,C,Naypyitaw,Member,Female,"Food and beverages",2019-02-09,10:25:00,Cash,7.3,21.08,3,63.24,3.1620,66.4020,60.0780,Morning,Saturday,February,Bad
430-02-3888,B,Mandalay,Normal,Male,"Electronic accessories",2019-02-07,15:55:00,Cash,7.1,46.02,6,276.12,13.8060,289.9260,262.3140,Afternoon,Thursday,February,Bad
430-53-4718,B,Mandalay,Member,Male,"Health and beauty",2019-01-28,15:46:00,"Credit card",8.4,75.37,8,602.96,30.1480,633.1080,572.8120,Afternoon,Monday,January,Good
430-60-3493,A,Yangon,Member,Female,"Home and lifestyle",2019-02-03,14:38:00,Cash,4.2,94.88,7,664.16,33.2080,697.3680,630.9520,Afternoon,Sunday,February,Good
431-66-2305,B,Mandalay,Normal,Female,"Electronic accessories",2019-02-15,20:51:00,"Credit card",7.6,88.25,9,794.25,39.7125,833.9625,754.5375,Evening,Friday,February,Good
433-08-7822,C,Naypyitaw,Normal,Female,"Health and beauty",2019-01-05,19:48:00,Ewallet,7.5,78.89,7,552.23,27.6115,579.8415,524.6185,Evening,Saturday,January,Good
433-75-6987,B,Mandalay,Member,Female,"Health and beauty",2019-03-05,19:06:00,Ewallet,8.9,55.97,7,391.79,19.5895,411.3795,372.2005,Evening,Tuesday,March,Good
434-35-9162,B,Mandalay,Member,Male,"Food and beverages",2019-02-04,18:53:00,Ewallet,7.4,23.34,4,93.36,4.6680,98.0280,88.6920,Evening,Monday,February,Bad
434-83-9547,C,Naypyitaw,Member,Male,"Food and beverages",2019-01-23,11:51:00,Cash,7.7,38.47,8,307.76,15.3880,323.1480,292.3720,Morning,Wednesday,January,Good
435-13-4908,A,Yangon,Member,Male,"Fashion accessories",2019-01-24,18:04:00,"Credit card",7.2,86.68,8,693.44,34.6720,728.1120,658.7680,Evening,Thursday,January,Good
436-54-4512,A,Yangon,Member,Female,"Food and beverages",2019-03-20,19:44:00,Cash,9.8,91.61,1,91.61,4.5805,96.1905,87.0295,Evening,Wednesday,March,Bad
437-53-3084,B,Mandalay,Normal,Male,"Fashion accessories",2019-02-26,11:48:00,Ewallet,7.1,99.89,2,199.78,9.9890,209.7690,189.7910,Morning,Tuesday,February,Bad
437-58-8131,B,Mandalay,Normal,Female,"Fashion accessories",2019-01-15,13:41:00,Ewallet,4.6,73.52,2,147.04,7.3520,154.3920,139.6880,Afternoon,Tuesday,January,Bad
438-01-4015,B,Mandalay,Member,Female,"Sports and travel",2019-03-21,15:25:00,Ewallet,6.6,49.49,4,197.96,9.8980,207.8580,188.0620,Afternoon,Thursday,March,Bad
438-23-1242,B,Mandalay,Normal,Male,"Electronic accessories",2019-01-24,10:38:00,Ewallet,8.9,75.88,7,531.16,26.5580,557.7180,504.6020,Morning,Thursday,January,Good
439-54-7422,A,Yangon,Normal,Female,"Electronic accessories",2019-03-18,17:15:00,"Credit card",4.7,51.19,4,204.76,10.2380,214.9980,194.5220,Evening,Monday,March,Bad
440-59-5691,C,Naypyitaw,Member,Female,"Health and beauty",2019-02-08,13:12:00,"Credit card",7.7,37.15,7,260.05,13.0025,273.0525,247.0475,Afternoon,Friday,February,Bad
441-94-7118,A,Yangon,Member,Male,"Electronic accessories",2019-02-04,12:14:00,Cash,7.3,71.95,1,71.95,3.5975,75.5475,68.3525,Afternoon,Monday,February,Bad
442-44-6497,C,Naypyitaw,Member,Male,"Home and lifestyle",2019-01-08,11:42:00,"Credit card",5.9,55.57,3,166.71,8.3355,175.0455,158.3745,Morning,Tuesday,January,Bad
442-48-3607,A,Yangon,Member,Male,"Food and beverages",2019-03-14,11:21:00,"Credit card",7.9,23.48,2,46.96,2.3480,49.3080,44.6120,Morning,Thursday,March,Bad
443-59-0061,A,Yangon,Member,Male,"Food and beverages",2019-02-03,11:25:00,Ewallet,4.2,67.45,10,674.50,33.7250,708.2250,640.7750,Morning,Sunday,February,Good
443-60-9639,C,Naypyitaw,Member,Female,"Home and lifestyle",2019-01-24,13:24:00,Cash,5.5,60.87,1,60.87,3.0435,63.9135,57.8265,Afternoon,Thursday,January,Bad
443-82-0585,A,Yangon,Member,Female,"Health and beauty",2019-02-01,19:54:00,Cash,8.4,77.68,4,310.72,15.5360,326.2560,295.1840,Evening,Friday,February,Good
445-30-9252,A,Yangon,Normal,Male,"Sports and travel",2019-01-17,17:59:00,Ewallet,6.1,25.70,3,77.10,3.8550,80.9550,73.2450,Evening,Thursday,January,Bad
446-47-6729,C,Naypyitaw,Normal,Male,"Fashion accessories",2019-01-02,18:09:00,"Credit card",6.7,99.82,2,199.64,9.9820,209.6220,189.6580,Evening,Wednesday,January,Bad
447-15-7839,A,Yangon,Member,Female,"Sports and travel",2019-02-09,11:00:00,Cash,4.2,22.24,10,222.40,11.1200,233.5200,211.2800,Morning,Saturday,February,Bad
448-34-8700,B,Mandalay,Member,Male,"Home and lifestyle",2019-02-10,13:51:00,Ewallet,6.7,36.91,7,258.37,12.9185,271.2885,245.4515,Afternoon,Sunday,February,Bad
448-61-3783,A,Yangon,Normal,Female,"Electronic accessories",2019-03-21,16:08:00,"Credit card",4.5,90.02,8,720.16,36.0080,756.1680,684.1520,Evening,Thursday,March,Good
448-81-5016,A,Yangon,Normal,Male,"Health and beauty",2019-03-11,12:01:00,"Credit card",5.8,59.77,2,119.54,5.9770,125.5170,113.5630,Afternoon,Monday,March,Bad
449-16-6770,A,Yangon,Normal,Male,"Health and beauty",2019-02-19,14:53:00,"Credit card",5.3,50.79,5,253.95,12.6975,266.6475,241.2525,Afternoon,Tuesday,February,Bad
449-27-2918,B,Mandalay,Member,Female,"Sports and travel",2019-03-26,11:02:00,"Credit card",9.6,39.12,1,39.12,1.9560,41.0760,37.1640,Morning,Tuesday,March,Bad
450-28-2866,C,Naypyitaw,Member,Male,"Food and beverages",2019-01-15,19:25:00,Cash,8.1,17.44,5,87.20,4.3600,91.5600,82.8400,Evening,Tuesday,January,Bad
450-42-3339,C,Naypyitaw,Normal,Male,"Health and beauty",2019-02-09,18:58:00,"Credit card",8.8,84.61,10,846.10,42.3050,888.4050,803.7950,Evening,Saturday,February,Good
451-28-5717,C,Naypyitaw,Member,Female,"Home and lifestyle",2019-03-20,11:23:00,Cash,7.3,83.17,6,499.02,24.9510,523.9710,474.0690,Morning,Wednesday,March,Good
451-73-2711,C,Naypyitaw,Normal,Male,"Food and beverages",2019-01-14,15:20:00,Ewallet,8.8,84.83,1,84.83,4.2415,89.0715,80.5885,Afternoon,Monday,January,Bad
452-04-8808,B,Mandalay,Normal,Male,"Electronic accessories",2019-01-26,15:17:00,Cash,5.5,87.08,7,609.56,30.4780,640.0380,579.0820,Afternoon,Saturday,January,Good
453-12-7053,C,Naypyitaw,Normal,Male,"Fashion accessories",2019-03-10,17:38:00,"Credit card",6.5,45.74,3,137.22,6.8610,144.0810,130.3590,Evening,Sunday,March,Bad
453-33-6436,A,Yangon,Normal,Female,"Home and lifestyle",2019-02-07,10:09:00,Cash,6.8,93.12,8,744.96,37.2480,782.2080,707.7120,Morning,Thursday,February,Good
453-63-6187,B,Mandalay,Normal,Male,"Electronic accessories",2019-03-01,15:40:00,Ewallet,6.5,27.50,3,82.50,4.1250,86.6250,78.3750,Afternoon,Friday,March,Bad
457-12-0244,C,Naypyitaw,Member,Female,"Sports and travel",2019-03-14,13:49:00,Ewallet,6.5,35.22,6,211.32,10.5660,221.8860,200.7540,Afternoon,Thursday,March,Bad
457-13-1708,B,Mandalay,Member,Male,"Fashion accessories",2019-01-08,19:07:00,"Credit card",5.2,65.23,10,652.30,32.6150,684.9150,619.6850,Evening,Tuesday,January,Good
457-94-0464,B,Mandalay,Member,Male,"Electronic accessories",2019-01-31,20:32:00,Ewallet,5.6,87.87,9,790.83,39.5415,830.3715,751.2885,Evening,Thursday,January,Good
